0.00515915005919126	0	0
0.01902474123894857	0	0
0.03978036226448075	0	0
0.06570953877525139	0	0
0.1758612351493777	0	0
0.2664737832701232	0	0
0.3614963416156809	0	0
0.3917661954564606	0	0
0.4413485334192322	0	0
0.4463492007614787	0	0
0.5641464172912782	0.325	0.04330127018922195
0.5672695325116448	0.325	0.04330127018922195
0.572356491861326	0.425	0.04330127018922193
0.5724505926942517	0.425	0.04330127018922193
0.6041319372559434	0.7	0.1224744871391589
0.6097556205861673	0.825	0.1299038105676658
0.6109035598280564	0.825	0.1299038105676658
0.6125253431985588	0.875	0.1089724735885169
0.6132963099618162	0.9	0.07071067811865474
0.6198420239381081	0.925	0.08291561975888498
0.635562094509897	0.975	0.04330127018922193
0.6400621454922257	0.975	0.04330127018922193
0.6403178526380329	0.975	0.04330127018922193
0.6439142632400989	0.975	0.04330127018922193
0.8110621047570959	1	0
0.8119477502995482	1	0
0.8435281188537787	1	0
0.8658827550634677	1	0
0.9251531591658583	1	0
0.9450038449806873	1	0
